"Name (2023) (523)","Team (2023) (523)","Fouls (2023) (523)","BKS (2023) (523)","Pts (2023) (523)","STL (2023) (523)","Assists (2023) (523)","MIN (2023) (523)","Turnovers (2023) (523)","G (2023) (523)","REB (2023) (523)","2FGM (2023) (523)","FGM (2023) (523)","FTM (2023) (523)","3FGM (2023) (523)","DREB (2023) (523)","OREB (2023) (523)","2FGA (2023) (523)","FGA (2023) (523)","FTA (2023) (523)","Status () (524)","Pos () (524)","Pos Cat () (524)","2FG Perc (Calculated)","3FG Perc (Calculated)","FG Perc (Calculated)","Free Kick Perc (Calculated)","MIN / G (Calculated)","FGM / FGA (%) (Calculated)"
"Patrick Baldwin Jr.","Washington Wizards",56,15,168,18,29,29609,19,38,123,28,59,19,31,106,17,58,155,28,"ACT","PF","F",48.275862068965516,31.958762886597935,38.064516129032256,67.85714285714286,779.1842105263158,38.064516129032256
"Dalen Terry","Chicago Bulls",80,18,178,27,80,40840,31,59,111,52,69,25,17,83,29,83,157,43,"QUES","SF","F",62.65060240963856,22.972972972972975,43.94904458598726,58.139534883720934,692.2033898305085,43.94904458598726
"Isaiah Mobley","Cleveland Cavaliers",6,0,23,2,6,4315,2,10,10,7,10,0,3,7,3,14,24,1,"INACT","C","C",50,30,41.66666666666667,0,431.5,41.666666666666664
"Andrew Nembhard","Indiana Pacers",138,6,617,63,277,101798,99,68,141,199,260,45,61,105,36,351,522,56,"ACT","PG","G",56.69515669515669,35.67251461988304,49.808429118773944,80.35714285714286,1497.0294117647059,49.808429118773944
"AJ Green","Milwaukee Bucks",49,4,244,9,30,36853,12,56,63,14,83,17,69,55,9,27,196,19,"ACT","PG","G",51.85185185185185,40.828402366863905,42.3469387755102,89.47368421052632,658.0892857142857,42.3469387755102
"Marjon Beauchamp","Milwaukee Bucks",53,7,208,11,28,36460,27,48,97,51,81,19,30,75,22,91,166,28,"ACT","PG","G",56.043956043956044,40,48.795180722891565,67.85714285714286,759.5833333333334,48.795180722891565
"Bennedict Mathurin","Indiana Pacers",113,14,830,33,116,92301,95,59,230,216,296,184,80,170,60,449,663,224,"ACT","SF","F",48.10690423162583,37.38317757009346,44.645550527903474,82.14285714285714,1564.4237288135594,44.64555052790347
"Kendall Brown","Indiana Pacers",9,0,21,0,5,3750,2,15,5,8,8,5,0,2,3,13,15,8,"INACT","SF","F",61.53846153846154,0,53.333333333333336,62.5,250,53.333333333333336
"Jaden Ivey","Detroit Pistons",200,41,1163,55,290,133049,186,77,259,293,417,227,124,178,86,604,973,303,"QUES","PG","G",48.50993377483444,33.60433604336043,42.857142857142854,74.91749174917491,1727.909090909091,42.857142857142854
"Jalen Duren","Detroit Pistons",188,47,825,33,144,106648,126,61,699,349,349,143,0,510,192,560,564,181,"ACT","C","C",62.32142857142857,0,61.87943262411347,79.00552486187846,1748.327868852459,61.87943262411348
"Buddy Boeheim","Detroit Pistons",5,1,34,0,3,5041,0,10,10,1,9,8,8,7,3,4,29,10,"INACT","SG","G",25,32,31.03448275862069,80,504.1,31.03448275862069
"Javon Freeman-Liberty","Toronto Raptors",28,4,153,10,40,24182,25,22,70,45,55,33,10,54,16,82,124,36,"INACT","SG","G",54.87804878048781,23.809523809523807,44.354838709677416,91.66666666666666,1099.1818181818182,44.354838709677416
"Dru Smith","Miami Heat",12,3,39,9,14,7854,5,9,14,8,15,2,7,8,6,16,33,2,"ACT","PG","G",50,41.17647058823529,45.45454545454545,100,872.6666666666666,45.45454545454545
"Quenton Jackson","Indiana Pacers",1,0,2,1,2,632,0,3,4,0,0,2,0,4,0,1,1,2,"ACT","SG","G",0,,0,100,210.66666666666666,0
"Johnny Davis","Washington Wizards",57,10,152,18,32,36805,13,50,72,48,62,14,14,54,18,114,154,24,"ACT","PG","G",42.10526315789473,35,40.25974025974026,58.333333333333336,736.1,40.25974025974026
"Caleb Houstan","Orlando Magic",59,4,245,15,27,48918,16,59,77,8,80,21,72,52,28,13,206,26,"ACT","PF","F",61.53846153846154,37.30569948186528,38.83495145631068,80.76923076923077,829.1186440677966,38.83495145631068
"Kevon Harris","Atlanta Hawks",3,0,4,0,1,363,1,2,2,2,2,0,0,2,0,3,3,0,"INACT","SG","G",66.66666666666666,,66.66666666666666,,181.5,66.66666666666667
"Paolo Banchero","Orlando Magic",149,46,1786,68,428,167925,243,80,552,521,640,405,119,470,82,1056,1407,559,"INACT","PF","F",49.33712121212121,33.903133903133906,45.48685145700071,72.45080500894454,2099.0625,45.48685145700071
"Nikola Jovic","Miami Heat",79,12,346,23,84,53775,40,46,184,62,127,33,65,162,25,118,281,47,"QUES","C","C",52.54237288135594,39.87730061349693,45.195729537366546,70.2127659574468,1169.0217391304348,45.195729537366546
"Mark Williams","Charlotte Hornets",50,20,242,16,22,30504,17,19,184,98,98,46,0,108,76,151,151,64,"ACT","C","C",64.90066225165563,,64.90066225165563,71.875,1605.4736842105262,64.90066225165563
"Bryce McGowens","Portland Trail Blazers",73,10,299,21,49,52893,30,59,101,67,101,66,34,84,17,128,230,85,"QUES","SF","F",52.34375,33.33333333333333,43.913043478260875,77.64705882352942,896.4915254237288,43.91304347826087
"AJ Griffin","Atlanta Hawks",6,2,48,1,5,10244,8,20,18,8,18,2,10,16,2,23,62,2,"INACT","SG","G",34.78260869565217,25.64102564102564,29.03225806451613,100,512.2,29.032258064516128
"TyTy Washington Jr.","Phoenix Suns",1,0,14,3,5,3354,2,11,5,4,6,0,2,4,1,14,20,0,"ACT","PG","G",28.57142857142857,33.33333333333333,30,,304.90909090909093,30
"E.J. Liddell","Chicago Bulls",2,2,4,2,1,1385,2,8,5,1,1,2,0,5,0,1,6,2,"QUES","C","C",100,0,16.666666666666664,100,173.125,16.666666666666668
"Dereon Seabron","Detroit Pistons",4,1,14,2,5,3305,0,6,7,3,4,5,1,6,1,11,13,6,"INACT","SF","F",27.27272727272727,50,30.76923076923077,83.33333333333334,550.8333333333334,30.76923076923077
"Blake Wesley","San Antonio Spurs",89,9,268,29,166,52552,55,61,94,90,102,52,12,76,18,160,215,78,"INACT","SG","G",56.25,21.818181818181817,47.44186046511628,66.66666666666666,861.5081967213115,47.44186046511628
"Dyson Daniels","Atlanta Hawks",101,25,354,85,164,81499,59,61,236,97,139,34,42,174,62,176,311,53,"INACT","GF","G",55.11363636363637,31.11111111111111,44.69453376205787,64.15094339622641,1336.049180327869,44.69453376205788
"Vince Williams Jr.","Memphis Grizzlies",130,34,515,44,169,86190,89,52,284,90,169,104,79,227,59,170,379,130,"INACT","SF","F",52.94117647058824,37.79904306220095,44.59102902374671,80,1657.5,44.5910290237467
"Kenneth Lofton Jr.","Utah Jazz",24,5,96,6,33,11898,14,21,38,29,36,17,7,26,12,54,78,26,"INACT","C","C",53.70370370370371,29.166666666666668,46.15384615384615,65.38461538461539,566.5714285714286,46.15384615384615
"Wendell Moore Jr.","Detroit Pistons",5,1,18,5,6,4507,4,25,12,9,9,0,0,12,0,12,18,0,"ACT","PG","G",75,0,50,,180.28,50
"Mouhamadou Gueye","Toronto Raptors",15,18,26,3,5,7196,12,11,23,11,11,4,0,11,12,35,38,9,"INACT","C","C",31.428571428571427,0,28.947368421052634,44.44444444444444,654.1818181818181,28.94736842105263
"Jaden Hardy","Dallas Mavericks",78,4,520,22,108,59348,61,73,131,114,195,59,81,111,20,255,479,76,"QUES","PG","G",44.70588235294118,36.160714285714285,40.709812108559504,77.63157894736842,812.986301369863,40.7098121085595
"Jack White","Memphis Grizzlies",3,1,6,4,1,3818,2,4,12,0,2,0,2,8,4,6,16,0,"INACT","PF","F",0,20,12.5,,954.5,12.5
"Jabari Walker","Portland Trail Blazers",173,22,638,42,71,102028,66,72,508,193,234,129,41,357,151,370,509,171,"ACT","C","C",52.16216216216216,29.496402877697843,45.97249508840864,75.43859649122807,1417.0555555555557,45.97249508840864
"Walker Kessler","Utah Jazz",131,152,510,29,60,89585,66,64,475,225,229,56,4,312,165,331,350,93,"ACT","C","C",67.97583081570997,21.052631578947366,65.42857142857143,60.215053763440864,1399.765625,65.42857142857143
"Johnny Juzang","Utah Jazz",29,2,144,4,23,22308,13,20,36,19,51,10,32,29,7,33,110,14,"ACT","SF","F",57.57575757575758,41.55844155844156,46.36363636363636,71.42857142857143,1115.4,46.36363636363637
"Simone Fontecchio","Detroit Pistons",106,22,687,43,100,98630,67,66,243,118,252,54,134,179,64,214,548,66,"ACT","PF","F",55.140186915887845,40.119760479041915,45.98540145985402,81.81818181818183,1494.3939393939395,45.98540145985402
"Ochai Agbaji","Toronto Raptors",116,44,453,47,83,98497,64,78,215,116,178,37,62,141,74,222,433,56,"ACT","PF","F",52.25225225225225,29.383886255924168,41.10854503464203,66.07142857142857,1262.7820512820513,41.108545034642034
"Shaedon Sharpe","Portland Trail Blazers",87,11,501,26,90,63542,71,32,156,116,176,98,60,115,42,254,434,119,"ACT","PG","G",45.66929133858268,33.33333333333333,40.55299539170507,82.35294117647058,1985.6875,40.55299539170507
"Jaylin Williams","Oklahoma City Thunder",98,27,276,28,110,53819,34,69,234,42,95,33,53,198,36,84,228,41,"INACT","PF","F",50,36.80555555555556,41.66666666666667,80.48780487804879,779.9855072463768,41.666666666666664
"Jalen Williams","Oklahoma City Thunder",172,45,1334,78,312,133391,119,71,275,433,536,180,103,239,37,752,993,221,"ACT","PF","F",57.579787234042556,42.738589211618255,53.977844914400805,81.44796380090497,1878.7464788732395,53.977844914400805
"Chet Holmgren","Oklahoma City Thunder",194,188,1326,53,195,144758,131,82,644,376,505,218,129,516,129,604,953,275,"INACT","C","C",62.251655629139066,36.96275071633238,52.99055613850997,79.27272727272727,1765.341463414634,52.990556138509966
"Ousmane Dieng","Oklahoma City Thunder",22,5,133,8,37,21900,19,33,51,28,49,14,21,41,10,46,116,16,"INACT","C","C",60.86956521739131,30,42.241379310344826,87.5,663.6363636363636,42.241379310344826
"Josh Minott","Minnesota Timberwolves",10,4,50,5,8,5484,2,32,17,13,17,12,4,13,4,26,36,14,"ACT","SG","G",50,40,47.22222222222222,85.71428571428571,171.375,47.22222222222222
"AJ Lawson","Dallas Mavericks",21,3,133,10,20,18649,14,42,48,41,54,15,13,35,14,71,121,23,"ACT","PG","G",57.74647887323944,26,44.62809917355372,65.21739130434783,444.0238095238095,44.62809917355372
"Peyton Watson","Denver Nuggets",143,88,532,42,86,89262,58,80,258,163,208,71,45,202,56,295,447,106,"ACT","PF","F",55.254237288135585,29.605263157894733,46.5324384787472,66.98113207547169,1115.775,46.5324384787472
"Collin Gillespie","Phoenix Suns",24,0,87,13,27,13519,14,24,21,17,32,8,15,20,1,31,69,12,"QUES","PG","G",54.83870967741935,39.473684210526315,46.3768115942029,66.66666666666666,563.2916666666666,46.3768115942029
"Christian Braun","Denver Nuggets",137,35,600,42,132,99327,55,82,306,159,222,93,63,227,79,319,483,134,"QUES","SF","F",49.843260188087775,38.41463414634146,45.962732919254655,69.40298507462687,1211.3048780487804,45.962732919254655
"Jake LaRavia","Memphis Grizzlies",69,12,379,29,58,48334,45,35,127,65,118,90,53,76,51,147,303,109,"ACT","SF","F",44.21768707482993,33.97435897435898,38.943894389438945,82.56880733944955,1380.9714285714285,38.943894389438945
"David Roddy","Atlanta Hawks",70,11,414,27,77,70610,55,65,206,117,165,47,48,155,53,245,409,68,"ACT","SF","F",47.755102040816325,29.268292682926827,40.34229828850856,69.11764705882352,1086.3076923076924,40.34229828850856
"Jacob Gilyard","Brooklyn Nets",39,5,173,33,137,41904,30,41,46,9,60,2,51,37,9,24,150,2,"INACT","PG","G",37.5,40.476190476190474,40,100,1022.0487804878048,40
"Jared Rhoden","Charlotte Hornets",28,13,83,3,14,14700,7,17,33,21,33,5,12,30,3,35,66,8,"INACT","SF","F",60,38.70967741935484,50,62.5,864.7058823529412,50
"Jeremy Sochan","San Antonio Spurs",168,40,861,62,249,131581,140,74,476,270,340,111,70,339,137,549,776,144,"ACT","PG","G",49.18032786885246,30.837004405286343,43.81443298969072,77.08333333333334,1778.1216216216217,43.81443298969072
"Malaki Branham","San Antonio Spurs",94,8,690,27,156,95658,92,75,148,178,271,55,93,120,28,360,628,63,"ACT","PG","G",49.44444444444444,34.701492537313435,43.152866242038215,87.3015873015873,1275.44,43.152866242038215
"Dominick Barlow","Atlanta Hawks",47,14,144,12,36,25172,9,33,113,53,56,29,3,68,45,104,113,42,"ACT","C","C",50.96153846153846,33.33333333333333,49.557522123893804,69.04761904761905,762.7878787878788,49.557522123893804
"Orlando Robinson","Sacramento Kings",35,8,99,7,34,18219,18,36,84,28,36,19,8,56,28,57,72,25,"ACT","C","C",49.122807017543856,53.333333333333336,50,76,506.0833333333333,50
"Jamal Cain","New Orleans Pelicans",22,5,97,10,10,15541,8,26,37,23,34,18,11,22,15,48,79,23,"ACT","SG","G",47.91666666666667,35.483870967741936,43.037974683544306,78.26086956521739,597.7307692307693,43.037974683544306
"Cole Swider","Detroit Pistons",4,1,42,1,5,5207,8,18,7,5,15,2,10,6,1,8,38,2,"ACT","C","C",62.5,33.33333333333333,39.473684210526315,100,289.27777777777777,39.473684210526315
"Jamaree Bouyea","San Antonio Spurs",10,0,21,1,11,5694,9,9,19,9,10,0,1,16,3,19,28,0,"INACT","SG","G",47.368421052631575,11.11111111111111,35.714285714285715,,632.6666666666666,35.714285714285715
"Jabari Smith","Houston Rockets",197,61,1034,52,121,145423,88,76,610,240,378,150,138,474,139,453,833,185,"ACT","C","C",52.980132450331126,36.31578947368421,45.378151260504204,81.08108108108108,1913.4605263157894,45.378151260504204
"Tari Eason","Houston Rockets",51,19,215,31,27,28805,20,22,153,70,88,21,18,107,46,139,189,33,"ACT","PF","F",50.35971223021583,36,46.56084656084656,63.63636363636363,1309.3181818181818,46.560846560846564
"Jalen Crutcher","New Orleans Pelicans",0,0,0,0,0,159,0,1,0,0,0,0,0,0,0,1,1,0,"INACT","PG","G",0,,0,,159,0
"RaiQuan Gray","San Antonio Spurs",0,1,23,1,6,2342,1,3,7,7,10,0,3,5,2,10,17,0,"INACT","C","C",70,42.857142857142854,58.82352941176471,,780.6666666666666,58.8235294117647
"Stanley Umude","Milwaukee Bucks",40,7,127,8,11,18423,14,24,51,13,37,29,24,43,8,31,84,32,"ACT","SF","F",41.935483870967744,45.28301886792453,44.047619047619044,90.625,767.625,44.04761904761905
"Jules Bernard","Cleveland Cavaliers",14,1,74,3,16,8956,8,19,26,18,29,5,11,16,10,35,64,9,"INACT","SF","F",51.42857142857142,37.93103448275862,45.3125,55.55555555555556,471.36842105263156,45.3125
"Ibou Badji","Portland Trail Blazers",44,18,30,1,10,13550,14,22,44,14,14,6,0,27,20,22,22,12,"INACT","C","C",63.63636363636363,,63.63636363636363,50,615.9090909090909,63.63636363636363
"Jeenathan Williams","Houston Rockets",10,1,63,4,7,7763,4,22,23,25,27,7,2,11,12,45,50,13,"ACT","PG","G",55.55555555555556,40,54,53.84615384615385,352.8636363636364,54
"Justin Minaya","Portland Trail Blazers",34,9,58,9,20,22858,8,34,55,10,22,5,12,26,30,25,74,9,"ACT","PF","F",40,24.489795918367346,29.72972972972973,55.55555555555556,672.2941176470588,29.72972972972973
"Jordan Walsh","Boston Celtics",11,1,15,5,5,5008,3,9,20,4,6,1,2,15,5,6,15,2,"ACT","SG","G",66.66666666666666,22.22222222222222,40,50,556.4444444444445,40
"Jacob Toppin","New York Knicks",3,1,13,0,3,2199,1,7,7,4,5,2,1,4,3,5,9,2,"ACT","PF","F",80,25,55.55555555555556,100,314.14285714285717,55.55555555555556
"Dariq Whitehead","Brooklyn Nets",0,1,3,0,3,1439,0,2,4,1,1,1,0,4,0,2,5,2,"ACT","SG","G",50,0,20,50,719.5,20
"Noah Clowney","Brooklyn Nets",25,16,133,8,18,22189,15,23,81,38,50,21,12,55,26,60,93,30,"ACT","C","C",63.33333333333333,36.36363636363637,53.76344086021505,70,964.7391304347826,53.763440860215056
"Gradey Dick","Toronto Raptors",87,2,510,34,68,76061,50,60,132,101,189,44,88,105,27,204,445,51,"ACT","SF","F",49.50980392156863,36.51452282157676,42.47191011235955,86.27450980392157,1267.6833333333334,42.47191011235955
"Ricky Council IV","Philadelphia 76ers",17,1,173,8,16,17318,5,32,46,42,54,53,12,32,14,80,112,71,"ACT","SF","F",52.5,37.5,48.214285714285715,74.64788732394366,541.1875,48.214285714285715
"Filip Petrusev","Sacramento Kings",1,0,3,0,0,558,0,3,1,1,1,1,0,1,0,2,2,2,"INACT","PF","F",50,,50,50,186,50
"Julian Phillips","Chicago Bulls",40,7,89,7,13,19353,10,40,36,20,32,13,12,24,12,39,77,19,"ACT","PF","F",51.28205128205128,31.57894736842105,41.55844155844156,68.42105263157895,483.825,41.55844155844156
"Onuralp Bitim","Chicago Bulls",24,2,80,3,13,16078,10,23,32,20,32,4,12,26,6,40,84,5,"INACT","SF","F",50,27.27272727272727,38.095238095238095,80,699.0434782608696,38.095238095238095
"Ben Sheppard","Indiana Pacers",88,2,252,33,53,48850,15,57,89,41,90,23,49,74,15,73,229,26,"INACT","PG","G",56.16438356164384,31.41025641025641,39.30131004366812,88.46153846153845,857.0175438596491,39.301310043668124
"Emoni Bates","Cleveland Cavaliers",5,2,41,1,10,7968,8,15,14,5,15,1,10,13,1,16,49,4,"ACT","PG","G",31.25,30.303030303030305,30.612244897959183,25,531.2,30.612244897959183
"Pete Nance","Cleveland Cavaliers",2,0,3,1,0,1641,1,8,3,0,1,0,1,3,0,5,6,2,"ACT","C","C",0,100,16.666666666666664,0,205.125,16.666666666666668
"Tosan Evbuomwan","Detroit Pistons",23,5,101,6,16,21995,9,17,60,24,36,17,12,42,18,39,71,25,"INACT","PF","F",61.53846153846154,37.5,50.70422535211267,68,1293.8235294117646,50.70422535211268
"Oscar Tshiebwe","Utah Jazz",3,1,26,2,2,2515,0,8,16,10,10,6,0,8,8,20,20,8,"ACT","C","C",50,,50,75,314.375,50
"Malcolm Cazalon","Detroit Pistons",0,0,0,0,0,155,0,1,0,0,0,0,0,0,0,0,0,0,"INACT","SG","G",,,,,155,
"Andre Jackson Jr.","Milwaukee Bucks",90,4,118,16,47,34338,27,57,108,33,50,8,17,67,43,54,100,11,"ACT","SF","F",61.111111111111114,36.95652173913043,50,72.72727272727273,602.421052631579,50
"Amari Bailey","Brooklyn Nets",2,0,23,3,7,3878,4,10,9,7,8,6,1,3,6,16,24,7,"INACT","SG","G",43.75,12.5,33.33333333333333,85.71428571428571,387.8,33.333333333333336
"Leaky Black","Charlotte Hornets",19,11,69,8,24,17043,6,26,48,16,25,10,9,39,9,32,52,15,"INACT","PF","F",50,45,48.07692307692308,66.66666666666666,655.5,48.07692307692308
"Kobe Bufkin","Atlanta Hawks",20,5,81,7,27,11761,10,17,33,25,34,4,9,27,6,52,92,8,"ACT","PG","G",48.07692307692308,22.5,36.95652173913043,50,691.8235294117648,36.95652173913044
"Mouhamed Gueye","Atlanta Hawks",13,4,24,5,4,4368,1,6,22,5,8,5,3,12,10,14,23,6,"ACT","C","C",35.714285714285715,33.33333333333333,34.78260869565217,83.33333333333334,728,34.78260869565217
"Bilal Coulibaly","Washington Wizards",135,46,527,57,107,102913,87,63,251,124,188,92,64,196,56,247,432,131,"ACT","SG","G",50.20242914979757,34.5945945945946,43.51851851851852,70.22900763358778,1633.5396825396826,43.51851851851852
"Tristan Vukcevic","Washington Wizards",28,7,85,5,13,9203,10,10,36,19,29,17,10,30,6,31,67,22,"ACT","PF","F",61.29032258064516,27.77777777777778,43.28358208955223,77.27272727272727,920.3,43.28358208955224
"Jaime Jaquez Jr.","Miami Heat",166,20,875,75,191,126787,108,75,281,276,341,142,65,199,82,495,697,175,"ACT","PF","F",55.757575757575765,32.17821782178218,48.92395982783357,81.14285714285714,1690.4933333333333,48.92395982783357
"Anthony Black","Orlando Magic",108,20,313,32,87,69844,54,69,138,78,115,49,37,105,33,153,247,80,"ACT","SG","G",50.98039215686274,39.361702127659576,46.558704453441294,61.25000000000001,1012.231884057971,46.558704453441294
"Jett Howard","Orlando Magic",4,2,29,2,6,3991,3,18,7,3,10,2,7,6,1,5,30,4,"ACT","PF","F",60,28.000000000000004,33.33333333333333,50,221.72222222222223,33.333333333333336
"Kobe Brown","Los Angeles Clippers",48,6,89,11,25,23636,9,44,62,23,37,1,14,42,20,42,90,2,"QUES","C","C",54.761904761904766,29.166666666666668,41.11111111111111,50,537.1818181818181,41.111111111111114
"Jordan Miller","Los Angeles Clippers",2,0,13,0,0,1691,1,8,5,4,5,2,1,2,3,7,9,2,"ACT","SG","G",57.14285714285714,50,55.55555555555556,100,211.375,55.55555555555556
"Jordan Ford","Sacramento Kings",0,0,12,0,2,1309,1,6,2,2,4,2,2,2,0,4,7,2,"INACT","PG","G",50,66.66666666666666,57.14285714285714,100,218.16666666666666,57.142857142857146
"Colin Castleton","Memphis Grizzlies",11,0,24,2,3,3545,3,16,12,9,9,6,0,6,6,16,16,6,"ACT","C","C",56.25,,56.25,100,221.5625,56.25
"Colby Jones","Sacramento Kings",29,5,62,7,20,11433,10,29,38,25,27,6,2,22,16,48,70,11,"ACT","SF","F",52.083333333333336,9.090909090909092,38.57142857142858,54.54545454545454,394.2413793103448,38.57142857142857
"Trayce Jackson-Davis","Golden State Warriors",108,76,540,29,82,67823,49,67,341,233,233,74,0,206,135,331,332,132,"ACT","C","C",70.39274924471299,0,70.18072289156626,56.060606060606055,1012.2835820895523,70.18072289156626
"Brandin Podziemski","Golden State Warriors",122,14,682,61,273,118092,88,74,427,181,271,50,90,309,118,363,597,79,"ACT","PG","G",49.862258953168045,38.46153846153847,45.39363484087102,63.29113924050633,1595.837837837838,45.39363484087102
"Dexter Dennis","Dallas Mavericks",1,1,22,0,4,1792,3,4,9,9,10,1,1,8,1,11,19,3,"INACT","SF","F",81.81818181818183,12.5,52.63157894736842,33.33333333333333,448,52.63157894736842
"Jordan Hawkins","New Orleans Pelicans",72,7,524,19,70,69632,40,67,148,65,174,67,109,119,29,158,456,80,"QUES","PG","G",41.139240506329116,36.577181208053695,38.15789473684211,83.75,1039.2835820895523,38.1578947368421
"Trey Jemison","New Orleans Pelicans",69,28,171,12,27,34438,34,25,134,75,75,21,0,70,64,136,136,25,"ACT","C","C",55.14705882352941,,55.14705882352941,84,1377.52,55.14705882352941
"Dereck Lively II","Dallas Mavericks",144,77,483,36,60,77656,50,55,378,221,221,41,0,243,135,294,296,81,"ACT","C","C",75.17006802721087,0,74.66216216216216,50.617283950617285,1411.9272727272728,74.66216216216216
"Jermaine Samuels Jr.","Houston Rockets",5,2,20,1,3,3607,0,14,13,9,9,2,0,10,3,12,14,2,"INACT","PF","F",75,0,64.28571428571429,100,257.64285714285717,64.28571428571429
"Timmy Allen","Memphis Grizzlies",18,0,13,4,5,7527,2,5,17,6,6,1,0,13,4,16,23,2,"INACT","SG","G",37.5,0,26.08695652173913,50,1505.4,26.08695652173913
"Sidy Cissoko","San Antonio Spurs",18,3,45,7,10,8454,3,12,22,15,16,12,1,14,8,21,33,15,"INACT","SF","F",71.42857142857143,8.333333333333332,48.484848484848484,80,704.5,48.484848484848484
"GG Jackson II","Memphis Grizzlies",64,24,699,28,59,73990,65,48,196,139,241,115,102,143,53,277,563,153,"ACT","C","C",50.18050541516246,35.66433566433567,42.80639431616341,75.16339869281046,1541.4583333333333,42.80639431616341
"Toumani Camara","Portland Trail Blazers",171,31,522,65,85,104354,82,70,337,139,197,75,58,201,139,266,438,99,"ACT","SF","F",52.255639097744364,33.72093023255814,44.97716894977169,75.75757575757575,1490.7714285714285,44.97716894977169
"Keyontae Johnson","Charlotte Hornets",5,0,11,1,4,3972,4,9,10,4,5,0,1,6,4,13,16,0,"INACT","SG","G",30.76923076923077,33.33333333333333,31.25,,441.3333333333333,31.25
"Vasilije Micic","Charlotte Hornets",68,7,422,31,262,70544,99,60,88,116,159,61,43,74,14,216,370,75,"ACT","SG","G",53.70370370370371,27.92207792207792,42.972972972972975,81.33333333333333,1175.7333333333333,42.972972972972975
"Leonard Miller","Minnesota Timberwolves",4,1,29,2,8,3028,1,16,17,11,13,1,2,12,5,15,20,2,"INACT","SF","F",73.33333333333333,40,65,50,189.25,65
"Keyonte George","Utah Jazz",91,7,955,36,328,121356,186,75,205,172,319,189,147,190,15,375,815,223,"ACT","PG","G",45.86666666666667,33.409090909090914,39.14110429447853,84.75336322869956,1618.08,39.14110429447853
"Taylor Hendricks","Utah Jazz",77,30,292,28,32,51384,27,40,185,55,108,23,53,139,46,100,240,29,"INACT","C","C",55.00000000000001,37.857142857142854,45,79.3103448275862,1284.6,45
"Julian Strawther","Denver Nuggets",54,7,227,17,47,32725,23,50,61,41,82,22,41,56,5,84,222,31,"ACT","SF","F",48.80952380952381,29.71014492753623,36.93693693693694,70.96774193548387,654.5,36.93693693693694
"Jalen Pickett","Denver Nuggets",13,0,42,4,21,7306,9,27,14,6,15,3,9,13,1,10,35,4,"ACT","PG","G",60,36,42.857142857142854,75,270.5925925925926,42.857142857142854
"Jalen Wilson","Brooklyn Nets",48,4,214,11,45,39713,19,43,131,52,76,38,24,84,47,105,179,46,"ACT","SF","F",49.523809523809526,32.432432432432435,42.45810055865922,82.6086956521739,923.5581395348837,42.45810055865922
"Terquavion Smith","Philadelphia 76ers",8,0,52,8,12,5069,7,16,4,5,18,3,13,4,0,11,46,5,"INACT","SG","G",45.45454545454545,37.142857142857146,39.130434782608695,60,316.8125,39.130434782608695
"Craig Porter Jr.","Cleveland Cavaliers",40,15,285,21,118,38963,45,51,109,104,116,41,12,88,21,194,228,56,"QUES","SG","G",53.608247422680414,35.294117647058826,50.877192982456144,73.21428571428571,763.9803921568628,50.87719298245614
"Markquis Nowell","Toronto Raptors",0,0,2,1,2,211,0,1,2,0,0,2,0,0,2,1,1,2,"INACT","SG","G",0,,0,100,211,0
"Adama Sanogo","Chicago Bulls",5,0,36,1,0,3945,5,9,36,14,14,8,0,17,19,27,27,12,"ACT","C","C",51.85185185185185,,51.85185185185185,66.66666666666666,438.3333333333333,51.851851851851855
"Marcus Sasser","Detroit Pistons",103,11,584,43,232,81071,90,71,123,129,219,58,90,112,11,272,512,66,"ACT","SG","G",47.42647058823529,37.5,42.7734375,87.87878787878788,1141.8450704225352,42.7734375
"Chris Livingston","Milwaukee Bucks",14,0,20,1,5,5429,4,21,19,10,11,3,1,17,3,17,22,4,"ACT","PF","F",58.82352941176471,20,50,75,258.5238095238095,50
"Jarace Walker","Indiana Pacers",29,11,120,15,40,20421,17,33,63,23,45,8,22,51,12,55,110,9,"ACT","SF","F",41.81818181818181,40,40.909090909090914,88.88888888888889,618.8181818181819,40.90909090909091
"Isaiah Wong","Indiana Pacers",0,0,2,0,0,257,0,1,0,1,1,0,0,0,0,2,3,0,"ACT","PG","G",50,0,33.33333333333333,,257,33.333333333333336
"Ausar Thompson","Detroit Pistons",172,59,556,65,120,94966,84,63,400,211,232,71,21,271,129,367,480,119,"ACT","PF","F",57.49318801089919,18.58407079646018,48.333333333333336,59.66386554621849,1507.3968253968253,48.333333333333336
"Cason Wallace","Oklahoma City Thunder",128,34,556,74,118,101519,44,82,185,119,217,29,98,134,52,208,442,37,"ACT","PG","G",57.21153846153846,41.88034188034188,49.095022624434385,78.37837837837837,1238.0365853658536,49.09502262443439
"Hunter Tyson","Denver Nuggets",10,0,20,1,2,2878,2,18,9,4,8,0,4,8,1,6,20,0,"ACT","SF","F",66.66666666666666,28.57142857142857,40,,159.88888888888889,40
"Izaiah Brockington","New Orleans Pelicans",0,0,4,0,0,203,0,1,2,2,2,0,0,1,1,4,5,0,"INACT","PG","G",50,0,40,,203,40
"Amen Thompson","Houston Rockets",138,37,587,77,162,83305,88,62,407,231,239,106,8,259,148,388,446,155,"ACT","SG","G",59.5360824742268,13.793103448275861,53.58744394618834,68.38709677419355,1343.6290322580646,53.587443946188344
